,reproCost,radiusCost,energyQuantity,maxMutate,growthRate,rescDensity,basalEnergyCost,0.025,0.25,0.5,0.75,0.975
0,0.5,0.1,1.0,0.0,0.5,1.5,0.05,0.0,0.0,0.0,0.0,0.0
1,0.5,0.1,1.0,0.05,0.5,1.5,0.05,0.0,0.0,0.0,0.0,0.0
2,0.5,0.1,1.0,0.1,0.5,1.5,0.05,0.40356735,0.59129575,0.6939685,0.80971925,1.055093775
3,0.5,0.1,1.0,0.15000000000000002,0.5,1.5,0.05,0.367081275,0.5849142500000001,0.710044,0.8575134999999998,1.1463738249999995
4,0.5,0.1,1.0,0.2,0.5,1.5,0.05,0.31548400000000004,0.560294,0.702267,0.8654142499999999,1.2097042000000002
5,0.5,0.1,1.0,0.25,0.5,1.5,0.05,0.268950975,0.5351285,0.6918044999999999,0.8657415,1.2360120250000002
6,0.5,0.1,1.0,0.30000000000000004,0.5,1.5,0.05,0.2182507000000001,0.5129229999999999,0.6862345000000001,0.8752819999999999,1.2805931000000002
7,0.5,0.1,1.0,0.35000000000000003,0.5,1.5,0.05,0.16888195000000006,0.4939757500000001,0.6850545,0.89241725,1.3444372000000002
8,0.5,0.1,1.0,0.4,0.5,1.5,0.05,0.11985995,0.476259,0.6811470000000001,0.9038325,1.387596125
9,0.5,0.1,1.0,0.45,0.5,1.5,0.05,0.06874585000000001,0.458301,0.679124,0.9198735,1.445414
10,0.5,0.1,1.0,0.5,0.5,1.5,0.05,0.021209600000000037,0.43997349999999996,0.6753779999999999,0.933608,1.4927685500000003
11,0.5,0.1,1.0,0.55,0.5,1.5,0.05,0.0,0.42161075,0.6732524999999999,0.94941175,1.541768075
12,0.5,0.1,1.0,0.6000000000000001,0.5,1.5,0.05,0.0,0.4013755,0.669305,0.96171825,1.5903990249999995
13,0.5,0.1,1.0,0.65,0.5,1.5,0.05,0.0,0.38019575,0.6633454999999999,0.9701805,1.6212602000000005
14,0.5,0.1,1.0,0.7000000000000001,0.5,1.5,0.05,0.0,0.358575,0.6601454999999999,0.98410575,1.6706425999999999
15,0.5,0.1,1.0,0.75,0.5,1.5,0.05,0.0,0.33335124999999993,0.653908,0.9928555,1.7113883500000004
0,0.5,0.1,1.0,0.0,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
1,0.5,0.1,1.0,0.05,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
2,0.5,0.1,1.0,0.1,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
3,0.5,0.1,1.0,0.15000000000000002,0.05,0.75,0.05,0.0,0.0,0.3998895,0.44496725,0.6199085500000001
4,0.5,0.1,1.0,0.2,0.05,0.75,0.05,0.0,0.0,0.5062800000000001,0.660794,0.9173537
5,0.5,0.1,1.0,0.25,0.05,0.75,0.05,0.0,0.4411904999999999,0.570318,0.6813365,0.9406344999999999
6,0.5,0.1,1.0,0.30000000000000004,0.05,0.75,0.05,0.0,0.44261999999999996,0.5997060000000001,0.783235,1.3173424999999999
7,0.5,0.1,1.0,0.35000000000000003,0.05,0.75,0.05,0.23840279999999997,0.578833,0.829485,1.106302,1.7406622
8,0.5,0.1,1.0,0.4,0.05,0.75,0.05,0.250321875,0.5727039999999999,0.7911085,1.059015,1.718714875
9,0.5,0.1,1.0,0.45,0.05,0.75,0.05,0.29751325,0.612081,0.9175465,1.25295825,1.9709543749999991
10,0.5,0.1,1.0,0.5,0.05,0.75,0.05,0.26942210000000005,0.6862735,0.978394,1.3626520000000002,2.2178689499999997
11,0.5,0.1,1.0,0.55,0.05,0.75,0.05,0.30154509999999995,0.7633595000000001,1.145726,1.5984275,2.5139246499999994
12,0.5,0.1,1.0,0.6000000000000001,0.05,0.75,0.05,0.26058695000000004,0.7703274999999999,1.129436,1.5319250000000002,2.3035368
13,0.5,0.1,1.0,0.65,0.05,0.75,0.05,0.28164120000000004,0.796902,1.151399,1.572796,2.4416444000000017
14,0.5,0.1,1.0,0.7000000000000001,0.05,0.75,0.05,0.31718650000000004,0.9353045,1.368623,1.8368665,2.6861
15,0.5,0.1,1.0,0.75,0.05,0.75,0.05,0.3293116,0.96044275,1.381025,1.85057175,2.6401226249999974
0,0.5,0.1,1.0,0.0,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
1,0.5,0.1,1.0,0.05,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
2,0.5,0.1,1.0,0.1,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
3,0.5,0.1,1.0,0.15000000000000002,0.5,0.75,0.05,0.4547951,0.7229255000000001,0.8793059999999999,1.0295645,1.3288296000000004
4,0.5,0.1,1.0,0.2,0.5,0.75,0.05,0.4151873,0.6955217499999999,0.8585734999999999,1.025215,1.396869025
5,0.5,0.1,1.0,0.25,0.5,0.75,0.05,0.34771375,0.66313325,0.8397180000000001,1.02527575,1.4562406250000002
6,0.5,0.1,1.0,0.30000000000000004,0.5,0.75,0.05,0.27720935,0.62029625,0.805673,1.000239,1.414213775
7,0.5,0.1,1.0,0.35000000000000003,0.5,0.75,0.05,0.22383499999999998,0.595865,0.792392,1.00269925,1.432445
8,0.5,0.1,1.0,0.4,0.5,0.75,0.05,0.16829060000000004,0.5709,0.7839729999999999,1.008815,1.4723929999999992
9,0.5,0.1,1.0,0.45,0.5,0.75,0.05,0.116235,0.5481590000000001,0.778212,1.0198485000000002,1.5179589999999998
10,0.5,0.1,1.0,0.5,0.5,0.75,0.05,0.063755625,0.525752,0.7734854999999999,1.032148,1.569190375
11,0.5,0.1,1.0,0.55,0.5,0.75,0.05,0.012984950000000007,0.5013685,0.767548,1.041657,1.6094535500000005
12,0.5,0.1,1.0,0.6000000000000001,0.5,0.75,0.05,0.0,0.4822025,0.7655160000000001,1.0545395,1.6561066999999985
13,0.5,0.1,1.0,0.65,0.5,0.75,0.05,0.0,0.45934675,0.759225,1.06354925,1.6952612249999996
14,0.5,0.1,1.0,0.7000000000000001,0.5,0.75,0.05,0.0,0.4362845,0.7546864999999999,1.07371025,1.74276555
15,0.5,0.1,1.0,0.75,0.5,0.75,0.05,0.0,0.412448,0.750718,1.0840545,1.7818935499999988
0,0.5,0.1,1.0,0.0,0.75,0.75,0.05,0.0,0.0,0.0,0.0,0.0
1,0.5,0.1,1.0,0.05,0.75,0.75,0.05,0.0,0.0,0.0,0.0,0.0
2,0.5,0.1,1.0,0.1,0.75,0.75,0.05,0.0,0.0,0.0,0.0,0.0
3,0.5,0.1,1.0,0.15000000000000002,0.75,0.75,0.05,0.455159075,0.7090380000000001,0.8605950000000001,1.0059865,1.2825462250000004
4,0.5,0.1,1.0,0.2,0.75,0.75,0.05,0.3692222,0.6523899999999999,0.810616,0.974233,1.2696563999999992
5,0.5,0.1,1.0,0.25,0.75,0.75,0.05,0.3057016,0.622541,0.794041,0.973857,1.3040929000000003
6,0.5,0.1,1.0,0.30000000000000004,0.75,0.75,0.05,0.24478725,0.5934395,0.778972,0.975768,1.34080225
7,0.5,0.1,1.0,0.35000000000000003,0.75,0.75,0.05,0.1880712,0.5683699999999999,0.7694529999999999,0.982396,1.3780232
8,0.5,0.1,1.0,0.4,0.75,0.75,0.05,0.13231679999999998,0.5439430000000001,0.7617550000000001,0.9934235,1.4265292000000005
9,0.5,0.1,1.0,0.45,0.75,0.75,0.05,0.08128015000000001,0.5193795000000001,0.755034,1.0049545,1.475370049999999
10,0.5,0.1,1.0,0.5,0.75,0.75,0.05,0.030202625000000007,0.49475825,0.749424,1.0182434999999999,1.5310697499999997
11,0.5,0.1,1.0,0.55,0.75,0.75,0.05,0.0,0.47296049999999995,0.746895,1.0319285,1.5855072999999984
12,0.5,0.1,1.0,0.6000000000000001,0.75,0.75,0.05,0.0,0.4490385,0.742429,1.0442065,1.6405841999999993
13,0.5,0.1,1.0,0.65,0.75,0.75,0.05,0.0,0.42434350000000004,0.738104,1.05674,1.6908647499999998
14,0.5,0.1,1.0,0.7000000000000001,0.75,0.75,0.05,0.0,0.40223425,0.7373430000000001,1.073655,1.747762349999999
15,0.5,0.1,1.0,0.75,0.75,0.75,0.05,0.0,0.372779,0.731189,1.08413,1.7931844999999995
0,0.5,0.0,1.0,0.25,0.05,0.75,0.05,0.1986465,0.4192315,0.575164,0.7480580000000001,1.11181675
1,0.5,0.1,1.0,0.25,0.05,0.75,0.05,0.0,0.418652,0.595122,0.724995,0.967402
2,0.5,0.2,1.0,0.25,0.05,0.75,0.05,0.0,0.0,0.57547,0.7086819999999999,0.9530635
3,0.5,0.30000000000000004,1.0,0.25,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
4,0.5,0.4,1.0,0.25,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
5,0.5,0.5,1.0,0.25,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
6,0.5,0.6000000000000001,1.0,0.25,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
7,0.5,0.7000000000000001,1.0,0.25,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
8,0.5,0.8,1.0,0.25,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
9,0.5,0.9,1.0,0.25,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
10,0.5,1.0,1.0,0.25,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
11,0.5,1.1,1.0,0.25,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
12,0.5,1.2000000000000002,1.0,0.25,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
13,0.5,1.3,1.0,0.25,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
14,0.5,1.4,1.0,0.25,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
15,0.5,1.5,1.0,0.25,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
16,0.5,1.6,1.0,0.25,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
17,0.5,1.7000000000000002,1.0,0.25,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
18,0.5,1.8,1.0,0.25,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
19,0.5,1.9,1.0,0.25,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
20,0.5,2.0,1.0,0.25,0.05,0.75,0.05,0.0,0.0,0.0,0.0,0.0
0,0.5,0.0,1.0,0.25,0.75,0.75,0.05,0.5537479249999999,0.8486940000000001,1.030741,1.24488525,1.8100650000000005
1,0.5,0.1,1.0,0.25,0.75,0.75,0.05,0.30279035000000004,0.62017875,0.7920235,0.9729334999999999,1.302580275
2,0.5,0.2,1.0,0.25,0.75,0.75,0.05,0.3009823,0.6320494999999999,0.804477,0.9612200000000001,1.2892198
3,0.5,0.30000000000000004,1.0,0.25,0.75,0.75,0.05,0.2941748,0.637254,0.822993,1.012682,1.354264
4,0.5,0.4,1.0,0.25,0.75,0.75,0.05,0.0,0.0,0.0,0.0,0.0
5,0.5,0.5,1.0,0.25,0.75,0.75,0.05,0.0,0.0,0.0,0.0,0.0
6,0.5,0.6000000000000001,1.0,0.25,0.75,0.75,0.05,0.0,0.0,0.0,0.0,0.0
7,0.5,0.7000000000000001,1.0,0.25,0.75,0.75,0.05,0.0,0.0,0.0,0.0,0.0
8,0.5,0.8,1.0,0.25,0.75,0.75,0.05,0.0,0.0,0.0,0.0,0.0
9,0.5,0.9,1.0,0.25,0.75,0.75,0.05,0.0,0.0,0.0,0.0,0.0
10,0.5,1.0,1.0,0.25,0.75,0.75,0.05,0.0,0.0,0.0,0.0,0.0
11,0.5,1.1,1.0,0.25,0.75,0.75,0.05,0.0,0.0,0.0,0.0,0.0
12,0.5,1.2000000000000002,1.0,0.25,0.75,0.75,0.05,0.0,0.0,0.0,0.0,0.0
13,0.5,1.3,1.0,0.25,0.75,0.75,0.05,0.0,0.0,0.0,0.0,0.0
14,0.5,1.4,1.0,0.25,0.75,0.75,0.05,0.0,0.0,0.0,0.0,0.0
15,0.5,1.5,1.0,0.25,0.75,0.75,0.05,0.0,0.0,0.0,0.0,0.0
16,0.5,1.6,1.0,0.25,0.75,0.75,0.05,0.0,0.0,0.0,0.0,0.0
17,0.5,1.7000000000000002,1.0,0.25,0.75,0.75,0.05,0.0,0.0,0.0,0.0,0.0
18,0.5,1.8,1.0,0.25,0.75,0.75,0.05,0.0,0.0,0.0,0.0,0.0
19,0.5,1.9,1.0,0.25,0.75,0.75,0.05,0.0,0.0,0.0,0.0,0.0
20,0.5,2.0,1.0,0.25,0.75,0.75,0.05,0.0,0.0,0.0,0.0,0.0
0,0.5,0.0,1.0,0.25,0.5,0.75,0.05,0.5085239500000001,0.79592375,0.9739334999999999,1.18135,1.7457790250000005
1,0.5,0.1,1.0,0.25,0.5,0.75,0.05,0.341981875,0.655093,0.828051,1.0091225,1.4039055
2,0.5,0.2,1.0,0.25,0.5,0.75,0.05,0.3498328,0.6793239999999999,0.8491190000000001,1.008418,1.3829717999999995
3,0.5,0.30000000000000004,1.0,0.25,0.5,0.75,0.05,0.0,0.6428904999999999,0.837102,0.979872,1.3374131500000002
4,0.5,0.4,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
5,0.5,0.5,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
6,0.5,0.6000000000000001,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
7,0.5,0.7000000000000001,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
8,0.5,0.8,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
9,0.5,0.9,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
10,0.5,1.0,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
11,0.5,1.1,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
12,0.5,1.2000000000000002,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
13,0.5,1.3,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
14,0.5,1.4,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
15,0.5,1.5,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
16,0.5,1.6,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
17,0.5,1.7000000000000002,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
18,0.5,1.8,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
19,0.5,1.9,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
20,0.5,2.0,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
0,0.5,0.0,1.0,0.25,0.5,0.75,0.05,0.506853,0.7955720000000001,0.9747015,1.1853209999999998,1.7656043500000007
1,0.5,0.1,1.0,0.25,0.5,0.75,0.05,0.34409575000000003,0.65954275,0.833449,1.01525725,1.4150913249999992
2,0.5,0.2,1.0,0.25,0.5,0.75,0.05,0.341121,0.6699775,0.8393795000000001,0.99676525,1.36496
3,0.5,0.30000000000000004,1.0,0.25,0.5,0.75,0.05,0.3194796,0.646416,0.821707,1.002542,1.3309997999999994
4,0.5,0.4,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
5,0.5,0.5,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
6,0.5,0.6000000000000001,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
7,0.5,0.7000000000000001,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
8,0.5,0.8,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
9,0.5,0.9,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
10,0.5,1.0,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
11,0.5,1.1,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
12,0.5,1.2000000000000002,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
13,0.5,1.3,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
14,0.5,1.4,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
15,0.5,1.5,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
16,0.5,1.6,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
17,0.5,1.7000000000000002,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
18,0.5,1.8,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
19,0.5,1.9,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
20,0.5,2.0,1.0,0.25,0.5,0.75,0.05,0.0,0.0,0.0,0.0,0.0
0,0.5,0.0,1.0,0.25,0.5,0.25,0.05,0.71051825,1.138034,1.429566,1.789548,2.60083925
1,0.5,0.1,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
2,0.5,0.2,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
3,0.5,0.30000000000000004,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
4,0.5,0.4,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
5,0.5,0.5,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
6,0.5,0.6000000000000001,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
7,0.5,0.7000000000000001,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
8,0.5,0.8,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
9,0.5,0.9,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
10,0.5,1.0,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
11,0.5,1.1,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
12,0.5,1.2000000000000002,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
13,0.5,1.3,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
14,0.5,1.4,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
15,0.5,1.5,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
16,0.5,1.6,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
17,0.5,1.7000000000000002,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
18,0.5,1.8,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
19,0.5,1.9,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
20,0.5,2.0,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
0,0.5,0.0,1.0,0.25,0.5,1.5,0.05,0.4343609499999999,0.710417,0.8874455,1.08751625,1.5612090750000005
1,0.5,0.1,1.0,0.25,0.5,1.5,0.05,0.268165,0.531978,0.6863665000000001,0.85675525,1.219255175
2,0.5,0.2,1.0,0.25,0.5,1.5,0.05,0.190651875,0.477581,0.6324405,0.797882,1.1117065000000002
3,0.5,0.30000000000000004,1.0,0.25,0.5,1.5,0.05,0.1709066,0.4611635,0.607446,0.758141,1.0637900499999997
4,0.5,0.4,1.0,0.25,0.5,1.5,0.05,0.1642235,0.4636445,0.619317,0.7730015000000001,1.044126
5,0.5,0.5,1.0,0.25,0.5,1.5,0.05,0.182044,0.472649,0.630674,0.775083,0.9754769
6,0.5,0.6000000000000001,1.0,0.25,0.5,1.5,0.05,0.0,0.0,0.0,0.0,0.0
7,0.5,0.7000000000000001,1.0,0.25,0.5,1.5,0.05,0.0,0.0,0.0,0.0,0.0
8,0.5,0.8,1.0,0.25,0.5,1.5,0.05,0.0,0.0,0.0,0.0,0.0
9,0.5,0.9,1.0,0.25,0.5,1.5,0.05,0.0,0.0,0.0,0.0,0.0
10,0.5,1.0,1.0,0.25,0.5,1.5,0.05,0.0,0.0,0.0,0.0,0.0
11,0.5,1.1,1.0,0.25,0.5,1.5,0.05,0.0,0.0,0.0,0.0,0.0
12,0.5,1.2000000000000002,1.0,0.25,0.5,1.5,0.05,0.0,0.0,0.0,0.0,0.0
13,0.5,1.3,1.0,0.25,0.5,1.5,0.05,0.0,0.0,0.0,0.0,0.0
14,0.5,1.4,1.0,0.25,0.5,1.5,0.05,0.0,0.0,0.0,0.0,0.0
15,0.5,1.5,1.0,0.25,0.5,1.5,0.05,0.0,0.0,0.0,0.0,0.0
16,0.5,1.6,1.0,0.25,0.5,1.5,0.05,0.0,0.0,0.0,0.0,0.0
17,0.5,1.7000000000000002,1.0,0.25,0.5,1.5,0.05,0.0,0.0,0.0,0.0,0.0
18,0.5,1.8,1.0,0.25,0.5,1.5,0.05,0.0,0.0,0.0,0.0,0.0
19,0.5,1.9,1.0,0.25,0.5,1.5,0.05,0.0,0.0,0.0,0.0,0.0
20,0.5,2.0,1.0,0.25,0.5,1.5,0.05,0.0,0.0,0.0,0.0,0.0
0,0.0,0.1,1.0,0.25,0.5,0.25,0.05,0.0,1.01137325,1.40077,1.65458275,1.948487225
1,0.05,0.1,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.7144739999999999,0.963749,1.1627785000000002
2,0.1,0.1,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
3,0.15000000000000002,0.1,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
4,0.2,0.1,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,1.0331475,1.16101225
5,0.25,0.1,1.0,0.25,0.5,0.25,0.05,0.0,1.092871,1.390999,1.666079,1.9847285
6,0.30000000000000004,0.1,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
7,0.35000000000000003,0.1,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
8,0.4,0.1,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
9,0.45,0.1,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
10,0.5,0.1,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
11,0.55,0.1,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
12,0.6000000000000001,0.1,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
13,0.65,0.1,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
14,0.7000000000000001,0.1,1.0,0.25,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0
15,0.75,0.1,1.0,0.25,0.5,0.25,0.05,0.0,1.385117,1.543584,1.68979,2.3117398999999996
0,0.0,0.1,1.0,0.25,0.5,0.75,0.05,0.43155879999999996,0.706689,0.8708549999999999,1.048207,1.4857980000000002
1,0.05,0.1,1.0,0.25,0.5,0.75,0.05,0.4852416000000001,0.781188,0.95558,1.150673,1.6723910000000002
2,0.1,0.1,1.0,0.25,0.5,0.75,0.05,0.390594,0.721224,0.896445,1.077875,1.5222555999999998
3,0.15000000000000002,0.1,1.0,0.25,0.5,0.75,0.05,0.4171740500000001,0.6753635,0.809593,0.9442965,1.3281491999999997
4,0.2,0.1,1.0,0.25,0.5,0.75,0.05,0.4038580250000001,0.716711,0.8824690000000001,1.0534057499999998,1.40977615
5,0.25,0.1,1.0,0.25,0.5,0.75,0.05,0.37112745,0.6594132500000001,0.8275155000000001,1.0249337499999998,1.4746142499999988
6,0.30000000000000004,0.1,1.0,0.25,0.5,0.75,0.05,0.3772848,0.679213,0.829094,0.974604,1.3662715999999993
7,0.35000000000000003,0.1,1.0,0.25,0.5,0.75,0.05,0.3613973,0.666194,0.852309,1.02803175,1.3698407249999998
8,0.4,0.1,1.0,0.25,0.5,0.75,0.05,0.354070375,0.66814125,0.8256695000000001,1.024592,1.4175824499999996
9,0.45,0.1,1.0,0.25,0.5,0.75,0.05,0.34976597499999995,0.6612832499999999,0.832879,0.9918969999999999,1.4072824999999998
10,0.5,0.1,1.0,0.25,0.5,0.75,0.05,0.33999262500000005,0.6545340000000001,0.8274375,1.007343,1.389598
11,0.55,0.1,1.0,0.25,0.5,0.75,0.05,0.337291175,0.6468027500000001,0.816312,1.001678,1.3901839499999995
12,0.6000000000000001,0.1,1.0,0.25,0.5,0.75,0.05,0.335148,0.643492,0.8171149999999999,0.988241,1.3927282499999996
13,0.65,0.1,1.0,0.25,0.5,0.75,0.05,0.33216090000000004,0.6415435,0.810982,0.9969879999999999,1.410174999999999
14,0.7000000000000001,0.1,1.0,0.25,0.5,0.75,0.05,0.3354043,0.6465375,0.8242,1.01551275,1.4412777249999995
15,0.75,0.1,1.0,0.25,0.5,0.75,0.05,0.3352648,0.6492785000000001,0.8282535,1.0119045,1.4381979
0,0.0,0.1,1.0,0.25,0.5,0.05,0.05,0.0,0.0,0.0,0.0,0.16055442500000008
1,0.05,0.1,1.0,0.25,0.5,0.05,0.05,0.0,0.0,0.0,0.0,0.53576325
2,0.1,0.1,1.0,0.25,0.5,0.05,0.05,0.0,0.36915275,0.52293,0.7347090000000001,0.985992575
3,0.15000000000000002,0.1,1.0,0.25,0.5,0.05,0.05,0.0,0.49743275,0.6836220000000001,0.8401905000000001,1.0861491
4,0.2,0.1,1.0,0.25,0.5,0.05,0.05,0.0,0.0,0.388323,0.710637,0.8906563000000001
5,0.25,0.1,1.0,0.25,0.5,0.05,0.05,0.0,0.45714425,0.5924585,0.70788525,0.981423625
6,0.30000000000000004,0.1,1.0,0.25,0.5,0.05,0.05,0.0,0.41588225,0.560411,0.6742419999999999,1.051281675
7,0.35000000000000003,0.1,1.0,0.25,0.5,0.05,0.05,0.0,0.43454899999999996,0.5958835,0.7868152500000001,1.18543085
8,0.4,0.1,1.0,0.25,0.5,0.05,0.05,0.0,0.4499612500000001,0.5947855,0.80567725,1.53385675
9,0.45,0.1,1.0,0.25,0.5,0.05,0.05,0.0,0.472018,0.630908,0.8613230000000001,1.147985125
10,0.5,0.1,1.0,0.25,0.5,0.05,0.05,0.0,0.407937,0.534309,0.754961,0.9763268
11,0.55,0.1,1.0,0.25,0.5,0.05,0.05,0.0,0.4137895,0.550956,0.678784,1.0438500499999996
12,0.6000000000000001,0.1,1.0,0.25,0.5,0.05,0.05,0.0,0.424641,0.6438149999999999,0.8085005000000001,1.050022
13,0.65,0.1,1.0,0.25,0.5,0.05,0.05,0.0,0.356924,0.4824725,0.5931427499999999,0.8115236249999997
14,0.7000000000000001,0.1,1.0,0.25,0.5,0.05,0.05,0.0,0.2891875,0.610162,0.7638560000000001,1.0537729999999994
15,0.75,0.1,1.0,0.25,0.5,0.05,0.05,0.0,0.418694,0.5908410000000001,0.73074025,0.9903212499999992
0,0.0,0.1,1.0,0.25,0.5,0.5,0.05,0.43530845,0.7095244999999999,0.8735440000000001,1.0501245000000001,1.48868365
1,0.05,0.1,1.0,0.25,0.5,0.5,0.05,0.48803345,0.77726225,0.9503465,1.14492825,1.668586275
2,0.1,0.1,1.0,0.25,0.5,0.5,0.05,0.38563265,0.7088512499999999,0.8814559999999999,1.061649,1.4960250999999998
3,0.15000000000000002,0.1,1.0,0.25,0.5,0.5,0.05,0.416894,0.67479975,0.8082535,0.941644,1.3113648749999998
